2023-03-24 14:57:31.574 UTC,,,1,,641dba5b.1,1,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2023-03-24 14:57:31.574 UTC,,,1,,641dba5b.1,2,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"starting PostgreSQL 14.7 (Debian 14.7-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit",,,,,,,,,"","postmaster",,0
2023-03-24 14:57:31.575 UTC,,,1,,641dba5b.1,3,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2023-03-24 14:57:31.575 UTC,,,1,,641dba5b.1,4,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2023-03-24 14:57:31.589 UTC,,,1,,641dba5b.1,5,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2023-03-24 14:57:31.616 UTC,,,28,,641dba5b.1c,1,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"database system was shut down at 2023-03-24 14:57:30 UTC",,,,,,,,,"","startup",,0
2023-03-24 14:57:31.636 UTC,,,1,,641dba5b.1,6,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2023-03-24 14:58:01.666 UTC,,,29,,641dba5b.1d,1,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 14:58:02.026 UTC,,,29,,641dba5b.1d,2,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.316 s, sync=0.012 s, total=0.361 s; sync files=4, longest=0.005 s, average=0.003 s; distance=0 kB, estimate=0 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 14:58:31.046 UTC,,,29,,641dba5b.1d,3,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 14:58:58.421 UTC,,,29,,641dba5b.1d,4,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2053 buffers (12.5%); 1 WAL file(s) added, 0 removed, 0 recycled; write=26.949 s, sync=0.081 s, total=27.375 s; sync files=22, longest=0.020 s, average=0.004 s; distance=19789 kB, estimate=19789 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 14:59:01.426 UTC,,,29,,641dba5b.1d,5,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 14:59:28.802 UTC,,,29,,641dba5b.1d,6,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 1894 buffers (11.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.597 s, sync=0.664 s, total=27.376 s; sync files=14, longest=0.296 s, average=0.048 s; distance=25013 kB, estimate=25013 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 14:59:31.806 UTC,,,29,,641dba5b.1d,7,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 14:59:58.276 UTC,,,29,,641dba5b.1d,8,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2024 buffers (12.4%); 1 WAL file(s) added, 0 removed, 0 recycled; write=26.237 s, sync=0.053 s, total=26.470 s; sync files=9, longest=0.034 s, average=0.006 s; distance=24394 kB, estimate=24951 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:00:01.280 UTC,,,29,,641dba5b.1d,9,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:00:28.116 UTC,,,29,,641dba5b.1d,10,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2235 buffers (13.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.709 s, sync=0.080 s, total=26.837 s; sync files=17, longest=0.028 s, average=0.005 s; distance=25208 kB, estimate=25208 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:00:31.121 UTC,,,29,,641dba5b.1d,11,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:00:58.159 UTC,,,29,,641dba5b.1d,12,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 1989 buffers (12.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.926 s, sync=0.062 s, total=27.038 s; sync files=8, longest=0.042 s, average=0.008 s; distance=26321 kB, estimate=26321 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:01:01.163 UTC,,,29,,641dba5b.1d,13,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:01:28.051 UTC,,,29,,641dba5b.1d,14,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2235 buffers (13.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.807 s, sync=0.030 s, total=26.888 s; sync files=18, longest=0.012 s, average=0.002 s; distance=25611 kB, estimate=26250 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:01:31.056 UTC,,,29,,641dba5b.1d,15,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:01:58.109 UTC,,,29,,641dba5b.1d,16,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2060 buffers (12.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.937 s, sync=0.083 s, total=27.053 s; sync files=10, longest=0.036 s, average=0.009 s; distance=27118 kB, estimate=27118 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:02:01.114 UTC,,,29,,641dba5b.1d,17,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:02:28.261 UTC,,,29,,641dba5b.1d,18,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2134 buffers (13.0%); 1 WAL file(s) added, 0 removed, 0 recycled; write=26.913 s, sync=0.038 s, total=27.147 s; sync files=15, longest=0.012 s, average=0.003 s; distance=24709 kB, estimate=26877 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:02:31.266 UTC,,,29,,641dba5b.1d,19,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:02:58.116 UTC,,,29,,641dba5b.1d,20,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2067 buffers (12.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.773 s, sync=0.032 s, total=26.851 s; sync files=8, longest=0.013 s, average=0.004 s; distance=25989 kB, estimate=26788 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:03:01.120 UTC,,,29,,641dba5b.1d,21,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:03:28.386 UTC,,,29,,641dba5b.1d,22,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2177 buffers (13.3%); 1 WAL file(s) added, 0 removed, 0 recycled; write=26.862 s, sync=0.074 s, total=27.266 s; sync files=16, longest=0.032 s, average=0.005 s; distance=26607 kB, estimate=26770 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:03:31.392 UTC,,,29,,641dba5b.1d,23,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:03:58.141 UTC,,,29,,641dba5b.1d,24,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 1974 buffers (12.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.666 s, sync=0.028 s, total=26.750 s; sync files=8, longest=0.011 s, average=0.004 s; distance=23745 kB, estimate=26468 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:04:01.145 UTC,,,29,,641dba5b.1d,25,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:04:28.152 UTC,,,29,,641dba5b.1d,26,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2227 buffers (13.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.916 s, sync=0.041 s, total=27.008 s; sync files=16, longest=0.014 s, average=0.003 s; distance=26537 kB, estimate=26537 kB",,,,,,,,,"","checkpointer",,0
2023-03-24 15:04:31.156 UTC,,,29,,641dba5b.1d,27,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2023-03-24 15:04:58.146 UTC,,,29,,641dba5b.1d,28,,2023-03-24 14:57:31 UTC,,0,LOG,00000,"checkpoint complete: wrote 2033 buffers (12.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=26.878 s, sync=0.056 s, total=26.990 s; sync files=8, longest=0.024 s, average=0.007 s; distance=26382 kB, estimate=26521 kB",,,,,,,,,"","checkpointer",,0
